'INCIDENT REGION','RESPONSE TYPE','INCIDENT START DATE','INCIDENT START TIME','SUBJECT NUMBER','SUBJECT GENDER','SUBJECT AGE','SUBJECT STATE','SUBJECT COUNTRY',ACTIVITY,SITUATION,'LOCATION FOUND LATITUDE','LOCATION FOUND LONGITUDE','LOCATION FOUND ELEVATION','FOUND IN SEARCH AREA',TECHNIQUE,'NUMBER OF RANGERS INVOLVED','OTHER AGENCY INVOLVEMENT','LAST KNOWN POINT LAND CLASS','LAST KNOWN POINT STATE LAND NAME','LAST KNOWN POINT COUNTY','LAST KNOWN POINT MUNICIPALITY','INCIDENT ADIRONDACK PARK','INCIDENT CATSKILL PARK','INCIDENT CLOSED DATE','INCIDENT CLOSED TIME'
5,Recovery,07/30/2018,'2:59 AM',1,M,43,NY,US,Swimming,Missing,43.91488,-74.48391,1657,FALSE,'Dive Team',2,TRUE,'Forest Preserve','Sargent Ponds Wild Forest',HAMILTON,'LONG LAKE',TRUE,FALSE,07/30/2018,'7:06 AM'
5,Search,06/07/2018,'10:27 AM',1,M,76,SC,US,Hiking,Overdue,44.19118,-73.93954,2000,TRUE,'Assist/own power',4,FALSE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,06/07/2018,'1:30 AM'
3,Search,02/11/2018,'10:30 AM',1,M,33,RI,US,Hiking,Overdue,42.07782,-74.3196,840,FALSE,'Assist/own power',7,TRUE,'Forest Preserve','Slide WA',ULSTER,SHANDAKEN,FALSE,TRUE,02/12/2018,'6:30 AM'
5,Search,10/10/2018,'7:02 AM',2,F,22,NY,US,Hiking,Overdue,43.59981,-73.53665,1750,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,'FORT ANN',TRUE,FALSE,10/10/2018,'10:30 AM'
5,Search,10/05/2017,'1:26 AM',1,F,64,NY,US,Hiking,Lost,44.3841,-74.03919,1600,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','McKenzie Mountain Wilderness',ESSEX,'ST ARMAND',TRUE,FALSE,10/05/2017,'3:30 AM'
3,Search,12/31/2018,'12:15 PM',1,M,79,NY,US,Walking,Missing,41.61233,-74.30353,345,TRUE,'Assist/own power',11,TRUE,'Private Land',N/A,ORANGE,CRAWFORD,FALSE,FALSE,01/01/2019,'11:00 AM'
5,Search,09/04/2016,'8:00 AM',1,F,23,CT,US,Hiking,Overdue,43.5978,-73.69773,1400,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','Lake George Wild Forest',WARREN,BOLTON,TRUE,FALSE,09/04/2016,'9:55 AM'
6,Search,07/27/2018,'5:38 AM',11,M,11,NY,US,Hiking,Lost,43.66974,-74.99782,1726,TRUE,'Assist/own power; Carry out by foot',8,TRUE,'Forest Preserve','Black River Wild Forest',HERKIMER,WEBB,TRUE,FALSE,07/27/2018,'11:37 AM'
4,Rescue,07/20/2017,'5:41 AM',1,M,18,CT,US,Hiking,Illness,42.28893,-74.11508,2190,FALSE,'Assist/own power',2,TRUE,'Forest Preserve','Windham Blackhead Wilderness Range',GREENE,WINDHAM,FALSE,TRUE,07/20/2017,'7:15 AM'
4,Search,06/25/2018,'3:17 AM',1,M,52,NY,US,Hiking,Lost,42.01106,-74.85911,2298,TRUE,'Assist/own power',5,TRUE,'Forest Preserve','Delaware Wild Forest',DELAWARE,COLCHESTER,FALSE,TRUE,06/26/2018,'1:30 AM'
6,Search,11/13/2017,'6:09 AM',2,M,21,NY,US,Camping,Stranded,44.33648,-75.31394,798,TRUE,'Assist/own power',2,FALSE,'State Forests','Wolf Lake State Forest','ST LAWRENCE',EDWARDS,FALSE,FALSE,11/13/2017,'11:17 AM'
9,Search,04/25/2017,'3:30 AM',1,M,79,NY,US,'Motor vehicle',Stranded,42.36955,-77.91198,1978,TRUE,'Vehicle/boat evacuation',1,TRUE,'Private Land',n/a,ALLEGANY,BIRDSALL,FALSE,FALSE,04/25/2017,'7:30 AM'
7,Search,11/12/2018,'10:49 AM',1,M,20,NY,US,Hunting,Lost,43.50938,-76.06156,536,TRUE,'Assist/own power',2,FALSE,'State Forests','Altmar State Forest',OSWEGO,ALBION,FALSE,FALSE,11/12/2018,'12:10 PM'
5,Rescue,08/23/2017,'4:30 AM',1,F,41,NY,US,Hiking,Injured,44.15461,-73.98674,3850,TRUE,'Aircraft evacuation',2,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,08/23/2017,'7:30 AM'
4,Search,11/01/2016,'7:46 AM',1,F,16,NY,US,Runaway,Illness,42.25516,-73.793,91,TRUE,'Assist/own power',2,TRUE,'Private Land',None,COLUMBIA,HUDSON,FALSE,FALSE,11/01/2016,'8:00 AM'
5,Search,03/18/2018,'9:42 AM',1,M,20,NY,US,Skiing,Overdue,44.43123,-74.33284,1600,TRUE,'Assist/own power',5,TRUE,'Forest Preserve','St. Regis Canoe Area',FRANKLIN,BRIGHTON,TRUE,FALSE,03/18/2018,'11:42 AM'
9,Search,09/21/2018,'6:28 AM',1,F,48,NY,US,Hiking,Lost,42.27455,-77.83711,2176,TRUE,'Assist/own power',1,TRUE,'State Forests','Turnpike State Forest',ALLEGANY,'WEST ALMOND',FALSE,FALSE,09/21/2018,'7:50 AM'
5,Search,09/04/2017,'8:58 AM',1,F,40,NJ,US,Hiking,Lost,44.12699,-73.97329,2830,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,09/05/2017,'12:03 PM'
4,Rescue,07/02/2018,'3:00 AM',1,M,13,NY,US,Hiking,Injured,42.19338,-74.06479,1790,FALSE,'Carry out by foot',2,TRUE,'Forest Preserve','Kaaterskill Wild Forest',GREENE,HUNTER,FALSE,TRUE,07/02/2018,'4:30 AM'
5,Search,09/19/2016,'5:49 AM',2,M,21,NY,US,Hiking,Lost,43.76948,-74.6449,1917,TRUE,'Assist/own power',8,TRUE,'Forest Preserve','Moose River Plains Wild Forest',HAMILTON,'LONG LAKE',TRUE,FALSE,09/20/2016,'7:30 AM'
5,Rescue,07/20/2018,'12:55 PM',1,M,66,NY,US,Hiking,Injured,43.29984,-74.56872,1781,TRUE,'Carry out by foot',1,TRUE,'Forest Preserve','Ferris Lake Wild Forest',HAMILTON,ARIETTA,TRUE,FALSE,07/20/2018,'3:15 AM'
5,Search,08/06/2018,'4:30 AM',2,F,64,NY,US,Hiking,Lost,43.45044,-74.57064,2407,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','West Canada Lake Wilderness',HAMILTON,ARIETTA,TRUE,FALSE,08/06/2018,'8:45 AM'
4,Rescue,09/18/2017,'2:30 AM',2,F,21,NY,US,Hiking,Injured,42.19322,-74.06349,1947,FALSE,'Assist/own power',2,TRUE,'Forest Preserve','Kaaterskill Wild Forest',GREENE,HUNTER,FALSE,TRUE,09/18/2017,'3:37 AM'
6,Search,06/28/2016,'4:21 AM',4,M,10,NY,US,Boating,Overdue,44.18953,-75.08505,1225,TRUE,'Assist/own power',2,TRUE,'Private Land','Little River','ST LAWRENCE',OSWEGATCHIE,TRUE,FALSE,06/28/2016,'10:30 AM'
5,Search,05/09/2017,'6:50 AM',1,M,27,OH,US,Hiking,Lost,44.36923,-73.90592,4197,TRUE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','Whiteface Mt Intensive Use',ESSEX,WILMINGTON,TRUE,FALSE,05/09/2017,'8:00 AM'
6,Rescue,08/22/2016,'8:54 AM',1,M,25,NY,US,Camping,Injured,43.53412,-75.0548,1769,TRUE,'Carry out by foot; Vehicle/boat evacuation',3,TRUE,'Forest Preserve','Black River Wild Forest',HERKIMER,OHIO,TRUE,FALSE,08/23/2016,'12:59 PM'
5,Search,04/20/2017,'7:59 AM',1,?,?,NY,US,Hiking,Lost,44.99731,-73.79391,871,TRUE,'Vehicle/boat evacuation',2,TRUE,'State Forests','The Gulf Unique Area',CLINTON,MOOERS,FALSE,FALSE,04/20/2017,'9:00 AM'
5,Recovery,12/18/2017,'3:58 AM',1,M,26,NY,US,Fishing,Stranded,43.57684,-73.68958,1030,TRUE,'Assist/own power; Carry out by foot; Dive Team',2,TRUE,'Other Municipal Land','Town Bolton',WARREN,BOLTON,TRUE,FALSE,12/18/2017,'8:00 AM'
5,Search,06/17/2017,'2:00 AM',3,F,21,UK,UA,Hiking,Lost,44.41173,-73.50374,1298,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Taylor Pond Wild Forest',ESSEX,WILLSBORO,TRUE,FALSE,06/17/2017,'5:30 AM'
5,Search,05/28/2018,'1:25 AM',1,F,12,NY,US,Hiking,Overdue,43.80858,-74.69598,1786,TRUE,'Assist/own power',5,TRUE,'Forest Preserve','Pigeon Lake Wilderness',HAMILTON,'LONG LAKE',TRUE,FALSE,05/28/2018,'3:06 AM'
9,Search,12/01/2017,'6:00 AM',1,F,34,NY,US,Walking,Illness,42.38738,-77.99968,1742,TRUE,'Carry out by foot',2,TRUE,'Private Land',None,ALLEGANY,ALLEN,FALSE,FALSE,12/01/2017,'9:15 AM'
5,Rescue,10/11/2016,'3:07 AM',1,M,21,MD,US,Hiking,Injured,44.16836,-73.96587,2180,TRUE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,10/11/2016,'5:00 AM'
4,Search,08/28/2017,'8:30 AM',1,M,24,NY,US,Hiking,Lost,42.20715,-74.03889,2287,TRUE,'Assist/own power',1,TRUE,'DEC Campground','North South Lake Campground',GREENE,HUNTER,FALSE,TRUE,08/28/2017,'10:00 AM'
5,Search,07/12/2017,'7:57 AM',1,M,36,NY,US,Hiking,Overdue,44.07667,-74.08682,1954,TRUE,'Assist/own power',3,FALSE,'Forest Preserve','Western High Peaks Wilderness',ESSEX,NEWCOMB,TRUE,FALSE,07/12/2017,'10:18 AM'
5,Search,06/06/2016,'8:05 AM',1,M,58,NY,US,Hiking,Lost,44.07322,-73.95564,820,TRUE,'Assist/own power',6,TRUE,'Forest Preserve','Eastern High Peaks Wilderness Area',ESSEX,NEWCOMB,TRUE,FALSE,06/07/2016,'11:00 AM'
8,Rescue,06/15/2018,'11:59 AM',1,M,22,NY,US,Hiking,Injured,42.63201,-77.36018,1012,TRUE,'Assist/own power; Carry out by foot; High Angle; Vehicle/boat evacuation',2,TRUE,'Wildlife Management Area','Hi Tor WMA',YATES,ITALY,FALSE,FALSE,06/15/2018,'4:30 AM'
6,Rescue,05/14/2017,'3:25 AM',1,F,75,NY,US,'Horseback riding',Injured,43.71932,-75.28572,1500,TRUE,'Vehicle/boat evacuation',3,TRUE,'Forest Preserve','Independence River Wild Forest',LEWIS,GREIG,TRUE,FALSE,05/14/2017,'6:17 AM'
7,Search,06/03/2018,'5:55 AM',1,M,37,NY,US,Despondent,Missing,42.70527,-76.18834,1240,TRUE,'Assist/own power',4,TRUE,'Private Land',N/A,CORTLAND,SCOTT,FALSE,FALSE,06/03/2018,'7:45 AM'
5,Search,10/15/2017,'8:08 AM',1,M,23,NY,US,Hiking,Lost,44.32854,-74.09378,1706,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','McKenzie Mountain Wilderness',FRANKLIN,HARRIETSTOWN,TRUE,FALSE,10/15/2017,'9:09 AM'
5,Search,10/23/2017,'7:41 AM',3,F,27,NY,US,'Flood Victim',Lost,44.1495,-73.75035,1997,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Giant Mountain Wilderness Area',ESSEX,KEENE,TRUE,FALSE,10/23/2017,'11:07 AM'
5,Search,06/16/2017,'9:25 AM',1,F,38,NY,US,Hiking,Lost,44.31595,-73.69,3236,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Jay Mountain Wild Forest',ESSEX,JAY,TRUE,FALSE,06/16/2017,'11:40 AM'
5,Search,09/19/2018,'5:03 AM',2,F,24,NY,US,Hiking,Lost,44.07147,-73.96227,2484,TRUE,'Assist/own power; Vehicle/boat evacuation',3,TRUE,'Forest Preserve','E. High Peaks Wilderness',ESSEX,NEWCOMB,TRUE,FALSE,09/19/2018,'2:30 AM'
4,Search,09/08/2017,'4:30 AM',1,M,51,NY,US,Despondent,Missing,42.30513,-73.79008,33,TRUE,'Carry out by foot; Vehicle/boat evacuation',27,TRUE,'Wildlife Management Area','Vosburgh Swamp WMA',GREENE,COXSACKIE,FALSE,FALSE,09/11/2017,'3:00 AM'
5,Search,06/24/2018,'5:37 AM',1,M,42,NY,US,Hiking,Overdue,44.08894,-74.05607,1780,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,NEWCOMB,TRUE,FALSE,06/24/2018,'9:00 AM'
5,Rescue,09/23/2017,'3:10 AM',1,F,18,MD,US,Hiking,Injured,44.21333,-73.86968,3450,TRUE,'Assist/own power; Carry out by foot',1,FALSE,'Forest Preserve','High Peaks Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,09/23/2017,'5:30 AM'
5,Rescue,09/04/2018,'1:30 AM',1,M,29,QC,CA,Hiking,Injured,44.15538,-73.98592,3800,FALSE,'Aircraft evacuation',9,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,09/04/2018,'7:45 AM'
9,Search,06/20/2017,'9:27 AM',1,F,36,NY,US,Hiking,Illness,42.95846,-78.60222,756,TRUE,'Assist/own power',3,TRUE,'Wildlife Management Area','Tillman Wildlife Management Area',ERIE,CLARENCE,FALSE,FALSE,06/21/2017,'1:30 AM'
3,Rescue,08/06/2018,'3:00 AM',2,F,64,NY,US,Boating,Stranded,41.43049,-74.74493,463,FALSE,'Swiftwater; Vehicle/boat evacuation',1,TRUE,'Federal Land',NA,ORANGE,DEERPARK,FALSE,FALSE,08/06/2018,'4:30 AM'
5,Search,08/25/2016,'9:42 AM',3,F,11,NY,US,Hiking,Lost,44.74044,-73.85791,1934,TRUE,'Vehicle/boat evacuation',4,TRUE,'State Forests','Clinton State Forest',CLINTON,DANNEMORA,TRUE,FALSE,08/26/2016,'7:15 AM'
5,Rescue,07/23/2017,'10:00 AM',1,M,44,NJ,US,Hiking,Overdue,43.60397,-73.51512,1700,TRUE,'Assist/own power',1,FALSE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,DRESDEN,TRUE,FALSE,07/24/2017,'7:50 AM'
5,Search,09/03/2017,'6:41 AM',2,F,51,NY,US,Hiking,Lost,44.38248,-73.8297,1300,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Wilmington Wild Forest',ESSEX,WILMINGTON,TRUE,FALSE,09/03/2017,'8:00 AM'
6,Search,09/25/2018,'4:28 AM',1,M,12,NY,US,Despondent,Missing,44.86772,-75.02671,260,TRUE,'Carry out by foot',7,TRUE,'Private Land',Private,'ST LAWRENCE',NORFOLK,FALSE,FALSE,09/26/2018,'4:30 AM'
3,Search,12/11/2017,'8:03 AM',1,M,24,NJ,US,Hiking,Lost,41.98656,-74.35931,3339,TRUE,'Assist/own power',10,TRUE,'Forest Preserve','Friday Mountain',ULSTER,SHANDAKEN,FALSE,TRUE,12/12/2017,'7:45 AM'
5,Search,05/29/2017,'2:22 AM',1,M,29,NY,US,Hiking,Lost,43.20379,-74.65004,1560,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Ferris Lake Wild Forest',HAMILTON,ARIETTA,TRUE,FALSE,05/29/2017,'4:05 AM'
5,Rescue,08/01/2017,'2:47 AM',1,M,13,VT,US,Hiking,Injured,43.5534,-73.6022,350,TRUE,'Carry out by foot',2,TRUE,'Forest Preserve','Lake George Forest',WASHINGTON,'FORT ANN',TRUE,FALSE,08/01/2017,'4:00 AM'
6,Search,11/03/2017,'10:15 AM',1,M,33,NY,US,Hunting,Lost,44.16182,-75.86573,368,TRUE,'Assist/own power',3,TRUE,'State Forests','Coyote Flats',JEFFERSON,THERESA,FALSE,FALSE,11/03/2017,'11:30 AM'
5,Search,10/15/2018,'6:48 AM',2,M,28,NY,US,Hiking,Stranded,43.51487,-73.59979,1894,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,'FORT ANN',TRUE,FALSE,10/16/2018,'12:06 PM'
6,Search,07/27/2018,'5:38 AM',1,F,42,NY,US,Hiking,Lost,43.66974,-74.99782,1726,TRUE,'Assist/own power; Carry out by foot',8,TRUE,'Forest Preserve','Black River Wild Forest',HERKIMER,WEBB,TRUE,FALSE,07/27/2018,'11:37 AM'
6,Search,07/27/2018,'5:38 AM',10,F,13,NY,US,Hiking,Lost,43.66974,-74.99782,1726,TRUE,'Assist/own power; Carry out by foot',8,TRUE,'Forest Preserve','Black River Wild Forest',HERKIMER,WEBB,TRUE,FALSE,07/27/2018,'11:37 AM'
3,Search,06/21/2016,'8:00 AM',1,M,39,NY,US,Fishing,Missing,41.59902,-73.65796,870,TRUE,'Carry out by foot; Vehicle/boat evacuation',8,TRUE,'Federal Land',NA,DUTCHESS,PAWLING,FALSE,FALSE,06/22/2016,'6:00 AM'
4,Recovery,11/14/2016,'3:09 AM',1,M,30,NY,US,Hiking,Injured,42.19322,-74.06349,1948,FALSE,'Carry out by foot; Technical Rope',6,TRUE,'Forest Preserve','Kaaterskill Wild Forest',GREENE,HUNTER,FALSE,TRUE,11/14/2016,'5:30 AM'
3,Search,04/18/2017,'8:47 AM',1,F,?,NY,US,Hiking,Missing,40.8502,-73.86674,49,FALSE,'Assist/own power',2,TRUE,'OPRHP State Land','Hudson Highlands State Park',PUTNAM,PHILIPSTOWN,FALSE,FALSE,04/18/2017,'10:00 AM'
5,Rescue,08/31/2016,'9:02 AM',2,M,18,NY,US,Climbing:Rock/Ice,Stranded,44.39555,-73.50851,1097,FALSE,'High Angle',2,TRUE,'Forest Preserve','Taylor Pond Wild Forest',ESSEX,CHESTERFIELD,TRUE,FALSE,09/01/2016,'1:20 AM'
5,Recovery,02/13/2017,'10:15 AM',1,M,23,VT,US,Snowmobile,Overdue,43.80075,-73.37855,95,TRUE,Airboat,7,TRUE,'Forest Preserve','Lake Champlain',WASHINGTON,PUTNAM,TRUE,FALSE,02/18/2017,'11:50 AM'
5,Search,08/31/2017,'5:10 AM',1,M,39,NY,US,Boating,Lost,43.49552,-74.36233,1762,TRUE,'Assist/own power',1,FALSE,'Forest Preserve','Sargent Ponds Wild Forest',HAMILTON,ARIETTA,TRUE,FALSE,08/31/2017,'7:30 AM'
5,Rescue,04/10/2017,'6:31 AM',1,F,22,MA,US,Hiking,Stranded,43.84173,-73.66089,1170,TRUE,'Vehicle/boat evacuation',2,FALSE,'Forest Preserve','Pharaoh Lake Wilderness',ESSEX,SCHROON,TRUE,FALSE,04/10/2017,'9:00 AM'
4,Search,07/08/2017,'11:01 AM',1,F,75,NY,US,Walking,Missing,42.8763,-74.34255,712,TRUE,'Vehicle/boat evacuation',4,TRUE,'Private Land','Private Land',MONTGOMERY,GLEN,FALSE,FALSE,07/08/2017,'2:10 AM'
6,Search,02/27/2017,'1:27 AM',3,F,59,NY,US,Hiking,Lost,43.78148,-74.82443,1909,TRUE,'Vehicle/boat evacuation',5,TRUE,'Forest Preserve','Pigeon Lake Wilderness',HERKIMER,WEBB,TRUE,FALSE,02/27/2017,'3:09 AM'
4,Search,11/14/2016,'6:00 AM',1,F,26,NY,US,Hiking,Lost,42.11978,-74.09293,2475,FALSE,'Assist/own power',1,FALSE,'Forest Preserve','Indian Head Wilderness Area',GREENE,HUNTER,FALSE,TRUE,11/14/2016,'8:00 AM'
5,Rescue,07/05/2016,'3:28 AM',1,M,46,NY,US,Hiking,Injured,44.21347,-73.87118,3375,TRUE,'Aircraft evacuation',8,TRUE,'Forest Preserve','E. High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,07/05/2016,'6:00 AM'
5,Search,08/18/2017,'2:41 AM',1,F,25,NY,US,Hiking,Lost,44.40065,-73.43838,275,TRUE,'Assist/own power',2,TRUE,'Private Land',N/A,ESSEX,WILLSBORO,FALSE,FALSE,08/18/2017,'4:42 AM'
9,Search,08/27/2018,'10:24 AM',2,F,51,NY,US,Hiking,Lost,42.49664,-77.9667,1786,TRUE,'Assist/own power',2,TRUE,'Private Land',NA,ALLEGANY,GRANGER,FALSE,FALSE,08/28/2018,'1:01 AM'
5,Rescue,08/08/2018,'12:55 PM',1,F,60,NY,US,Hiking,Illness,44.12483,-73.89706,3524,TRUE,'Aircraft evacuation',4,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,08/09/2018,'12:00 PM'
5,Search,08/22/2016,'4:41 AM',3,M,18,NY,US,Hiking,Lost,43.42571,-73.73464,1270,TRUE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','Lake George Wild Forest',WARREN,'LAKE GEORGE',TRUE,FALSE,08/22/2016,'9:48 AM'
5,Search,09/18/2018,'8:55 AM',1,M,51,NY,US,Hunting,Lost,43.4303,-74.09728,1455,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','Wilcox Lake WF',WARREN,'STONY CREEK',TRUE,FALSE,09/19/2018,'3:00 AM'
4,Search,06/21/2018,'3:13 AM',3,M,18,NY,US,Hiking,Lost,42.74518,-73.28742,1545,TRUE,'Assist/own power; Vehicle/boat evacuation',2,TRUE,'Private Land','Private Land',RENSSELAER,PETERSBURG,FALSE,FALSE,06/21/2018,'8:00 AM'
5,Rescue,01/29/2018,'3:55 AM',1,F,21,NY,US,Hiking,Injured,44.14505,-73.73294,2907,TRUE,'Carry out by foot',7,TRUE,'Forest Preserve','Giant Mountain Wilderness',ESSEX,KEENE,TRUE,FALSE,01/29/2018,'8:55 AM'
3,Search,03/13/2017,'7:08 AM',1,M,47,NY,US,Hiking,Lost,41.69875,-74.33042,2100,TRUE,'Assist/own power',3,TRUE,'OPRHP State Land','Minnewaska State Park/Sams Point Preserve',ULSTER,WAWARSING,FALSE,FALSE,03/13/2017,'11:59 AM'
6,Search,10/22/2016,'4:30 AM',1,M,61,NY,US,Hunting,Lost,43.19105,-74.81005,1480,TRUE,'Assist/own power',3,TRUE,'Private Land','Ferris Lake Wild Forest',HERKIMER,SALISBURY,TRUE,FALSE,10/22/2016,'6:30 AM'
5,Search,09/27/2016,'5:19 AM',3,F,14,NY,US,Hiking,Lost,43.80276,-74.30906,1800,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','Blue Mountain Wild Forest',HAMILTON,'INDIAN LAKE',TRUE,FALSE,09/27/2016,'11:00 AM'
6,Rescue,04/12/2017,'1:30 AM',4,M,24,NY,US,Boating,Injured,42.91044,-75.31278,460,TRUE,'Assist/own power; Carry out by foot',1,TRUE,'State Forests','Tassell Hill State Forest',ONEIDA,MARSHALL,FALSE,FALSE,04/12/2017,'4:00 AM'
5,Rescue,08/09/2017,'5:45 AM',1,F,20,NY,US,Camping,Illness,44.08755,-74.32035,1627,TRUE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','High Peaks Wilderness',HAMILTON,'LONG LAKE',TRUE,FALSE,08/09/2017,'7:30 AM'
5,Recovery,11/03/2017,'5:00 AM',1,M,72,NY,US,Hiking,Illness,43.68847,-74.16269,171,TRUE,'Vehicle/boat evacuation',6,TRUE,'Forest Preserve','Siamese Ponds Wilderness',WARREN,JOHNSBURG,TRUE,FALSE,11/03/2017,'11:00 AM'
5,Search,08/22/2016,'11:41 AM',4,F,53,NY,US,Hiking,Overdue,44.13693,-73.81402,2111,TRUE,'Assist/own power',2,TRUE,'Conservation Easement','Adirondack Mountain Reserve',ESSEX,KEENE,TRUE,FALSE,08/23/2016,'5:00 AM'
5,Rescue,01/24/2017,'11:11 AM',1,M,38,NY,US,Hunting,Illness,44.01468,-74.04139,1756,TRUE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','McIntyre East',ESSEX,NEWCOMB,TRUE,FALSE,01/24/2017,'1:00 AM'
5,Search,08/13/2016,'2:39 AM',1,M,47,NY,US,Hiking,Lost,43.5251,-73.59685,1670,TRUE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,'FORT ANN',TRUE,FALSE,08/13/2016,'5:28 AM'
5,Search,09/08/2018,'8:36 AM',1,F,59,FL,US,Biking,Stranded,43.11955,-73.78823,600,TRUE,'Assist/own power',2,TRUE,'State Forests','Daniels Road State Forest',SARATOGA,GREENFIELD,FALSE,FALSE,09/08/2018,'11:15 AM'
5,Rescue,05/14/2018,'8:23 AM',1,M,21,NY,US,Hiking,Overdue,44.16309,-73.95166,2200,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','E. High Peaks Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,05/14/2018,'10:45 AM'
5,Rescue,02/14/2017,'10:15 AM',1,M,33,NY,US,Skiing,Injured,44.17287,-73.95882,2210,TRUE,'Assist/own power',1,FALSE,'Forest Preserve','High Peaks',ESSEX,KEENE,TRUE,FALSE,02/14/2017,'12:00 PM'
5,Search,08/05/2016,'10:15 AM',1,M,69,NY,US,Walking,Missing,43.04071,-73.78319,236,TRUE,'Assist/own power',4,TRUE,'Private Land','PRIVATE LAND',SARATOGA,'SARATOGA SPRINGS',FALSE,FALSE,08/06/2016,'12:50 PM'
5,Rescue,07/08/2017,'1:05 AM',1,M,27,IL,US,Hiking,Injured,43.59816,-73.69738,1380,TRUE,'Carry out by foot; Vehicle/boat evacuation',3,TRUE,'Forest Preserve','Lake George Wild Forest',WARREN,BOLTON,TRUE,FALSE,07/08/2017,'2:13 AM'
4,Search,06/02/2017,'11:30 AM',2,M,56,NJ,US,Hiking,Lost,42.18995,-74.0403,2350,TRUE,'Assist/own power',1,FALSE,'Forest Preserve','Kaaterskill Wild Forest',GREENE,HUNTER,FALSE,TRUE,06/02/2017,'2:00 AM'
4,Search,08/28/2017,'8:30 AM',2,F,24,NY,US,Hiking,Lost,42.20715,-74.03889,2287,TRUE,'Assist/own power',1,TRUE,'DEC Campground','North South Lake Campground',GREENE,HUNTER,FALSE,TRUE,08/28/2017,'10:00 AM'
3,Rescue,11/01/2016,'2:30 AM',1,F,67,NY,US,Hiking,Injured,42.02076,-74.39972,2640,FALSE,'Vehicle/boat evacuation',3,TRUE,'State Forests','Slide Mountain wild forest',ULSTER,SHANDAKEN,FALSE,TRUE,11/01/2016,'6:00 AM'
5,Search,08/02/2017,'6:12 AM',1,M,50,NY,US,Hiking,Overdue,44.13789,-73.80703,1624,TRUE,'Aircraft evacuation',20,TRUE,'Forest Preserve','E. High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,08/03/2017,'3:00 AM'
5,Search,07/26/2016,'5:15 AM',1,M,58,MD,US,Hiking,Lost,44.14466,-73.88631,2700,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,07/27/2016,'1:30 AM'
5,Rescue,10/18/2016,'5:00 AM',1,F,20,NY,US,Hiking,Injured,44.12469,-73.74066,1933,TRUE,'Carry out by foot',4,TRUE,'Forest Preserve','Dix Mountain Wilderness',ESSEX,KEENE,TRUE,FALSE,10/18/2016,'9:00 AM'
5,Recovery,07/14/2018,'1:58 AM',1,M,54,NY,US,Despondent,Illness,43.50141,-73.62528,660,TRUE,'Carry out by foot',4,TRUE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,'FORT ANN',TRUE,FALSE,07/14/2018,'4:45 AM'
5,Rescue,05/04/2017,'5:28 AM',2,M,11,NY,US,Hiking,Stranded,44.15335,-73.94016,2730,TRUE,'Vehicle/boat evacuation',2,FALSE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,05/04/2017,'8:03 AM'
